数据表,,ins_settlement_record_diseinfo,医保保障基金结算清单住院诊断信息,,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称;健康医疗数据规范-医疗应用数据-诊断信息-疾病编码;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,cost,金额,pres_inp_inspe_elec_record,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_code_23,手术编码23,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,operation_name_26,手术名称26,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,apply_dept_code,开单科室#|#|,app_inp_lay_drug_pool,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,patient_id,病人ID,emr_case_admission_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,event_no,住院号,emr_casr_transfer_log,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
数据表,,act_ru_event_subscr,事件监听信息表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,pres_dept_code,下嘱科室,pres_inp_pres_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,cure_cost,治疗费,ins_inp_single_disease_dict,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,emr_commit_signature_record,病历提交审签记录表,,,健康医疗数据规范-医疗应用数据-门（急）诊病历
字段,,admission_dept_code,入院科室代码,emr_case_admission_info,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,exec_dept_name,执行科室名称,set_item_order_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,cha_bill_in_out_detail,票据出入库细表,,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,drug_code,药品代码,app_outp_static_drop_bill,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,patient_id,病人ID,pres_day_operation_floolw,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,clinic_room_code,诊室#|#|,apt_doctor_schedule_master,,健康医疗数据规范-卫生资源数据-医院运营数据-科室信息
字段,,diag_name_13,诊断名称13,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
数据表,,pres_operation_apply_detail,手术申请细表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,community_contact_tel_no,居委会联系人电话号码,dm_smi,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码,
字段,,dept_code,科室代码,ins_exanthe_record_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,patient_id,,pat_transfer_record_upt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,insur_account_balance,帐户余额,ins_nuesoft_settle_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,cost,金额,ins_inp_transfer_detail,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_anesth_grade_5,手术麻醉分级5,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,register_addr_town,户籍地址-乡（镇、街道办事处）,dm_diabetes_diagnose,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,patient_name,病人姓名,pat_prepay_register_info,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_id,,pat_placenta_scan_record_dupt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,hiv_ab,HIV-Ab,emr_case_appendix_info_lz,,
数据表,,emr_patient_de_value,病人数据元值表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,operation_code_32,手术编码32,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,approve_dept_code,审批科室代码#DIC_DEPT_DICT,emr_consultation_approve,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,operation_assist_1_38,手术一助38,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
数据表,,etpl_emr_fragment_info,emr3医生片段表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,patient_sex,病人性别,pat_admission_record,健康医疗数据规范-个人属性数据-人口统计信息-性别,
数据表,,com_system_saddr_map_type,系统服务地址映射类型,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,dept_patient_count,当前病区人数,com_admission_polling_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,other_fund_pay,其他基金支出,ins_settle_information_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,act_history_task,工作流已完成任务记录,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,contact_three_certificate_id,联系人3证件号,pat_basic_info_extend,,
字段,,limit_cost,封顶线,cha_inp_guarantee_limit,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,patient_id,病人ID,emr_nursing_interface_log,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,marriage,婚姻情况,emr_case_patient_info,健康医疗数据规范-个人属性数据-人口统计信息-婚姻状态,
字段,,dept_code,科室代码,emr_nursing_shift_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,event_no,住院号#|#|,pres_operation_apply_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,event_no,住院号/挂号号#|#|,app_apply_sheet_extend,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,pathologic_diagnosis_name,病理诊断名称,emr_dump_case,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
数据表,,etpl_cnt_tpl_rlt,内容模板关联表,,,
字段,,operation_code_3,手术代码3,pres_operation_apply_record,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,skin_test_code,皮试项目代码,mob_pres_patient_skin_record,,
数据表,,app_outp_apply_sheet,门诊单据主表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,patient_id,病人ID,emr_nursing_stat_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,ins_outp_settle_master_extend,门诊医保结算主表扩展表。为了兼容不同地区的医保，增加医保结算主表扩展表，存储医保结算返回的不常用的字段。,,,
字段,,auxiliary_inspection_items,辅助检查项目,emr_dump_outpatient,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,fr_report_role_dist,帆软报表角色分发表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,patient_name,病人姓名,ins_account_pay_for_info,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,por_theme_config,门户主题风格配置,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,com_doctor_common_diag,医生常用诊断,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operate_man,,zy_report_info,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_id,,emr_emergency_observe_pat_info_dupt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,coner_name,,mz_mdtrt_d,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,patient_id,,emr_nursing_statistics_task,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,diag_code_29,诊断编码29,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
数据表,,fine_swift_seg_location,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,event_no,住院号,emr_grant_authorization_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,patient_name,病人姓名,pat_blacklist_record,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,com_function_profiles_detail,功能配置策略明细,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operation_time_16,手术日期16,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
字段,,create_man,创建人,mob_task_config_record,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,emr_medical_record_data_record,病案首页数据记录表,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-出生日期;健康医疗数据规范-个人属性数据-人口统计信息-工作单位;健康医疗数据规范-个人属性数据-人口统计信息-职业;健康医疗数据规范-个人属性数据-人口统计信息-住址;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-个人身份信息-住院号;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-手术记录-手术等级;健康医疗数据规范-医疗应用数据-手术记录-手术时间;健康医疗数据规范-医疗应用数据-手术记录-手术名称;健康医疗数据规范-医疗应用数据-手术记录-手术编码;健康医疗数据规范-医疗应用数据-入院记录
字段,,recipel_doctor,处方医师,dm_malignancy,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,request_consultation__nursing_dept_code,请求的会诊会诊科室代码,emr_consultation_response,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,patient_id,,emr_case_admission_record_dupt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,dru_purchase_shipment_master,药品采购发货单主表,,,
字段,,operation_code_36,手术编码36,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,operation_code,手术编码,emr_dump_operation_record,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,drug_code,药品编码#|DIC_DRUG_DICT#|,app_dept_return_drug_master,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,operation_name_13,手术名称13,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,operation_name_11,手术名称11,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,opter_name,经办人姓名,ins_settlement_record_iteminfo,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,admission_condition_code_17,入院病情17,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-入院记录
字段,,patient_id,病人ID,pat_blacklist_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,event_no,住院号,com_virtual_ward_patinent_info,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,item_charge,项目自费金额,set_order_refund_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,dru_purchase_detail,药品采购细表,,,健康医疗数据规范-卫生资源数据-医院运营数据-采购数据
字段,,operation_code_15,手术编码15,emr_case_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,fine_schedule_task_param,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,operator,执行操作人,dvp_sql_execute_records,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,operation_name_27,手术名称27,emr_case_std_operation_master,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,dru_apply_master_ba,药品请领主表,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,app_outp_lay_drug_pool,门诊摆药池,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-用药信息-药品名称;健康医疗数据规范-医疗应用数据-用药信息-给药方式;健康医疗数据规范-医疗应用数据-用药信息-药品编码;健康医疗数据规范-医疗应用数据-用药信息-药品用量;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,exec_dept_code,执行科室代码,pres_outp_scheme_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,baby_patient_id,婴儿入院病人ID,pat_baby_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,rpt_package_deploy_record,报表部署记录表(项目现场用),,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,com_role_menu_config,角色菜单配置,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,emr_case_config_comm,新病案首页公共配置表,,,
字段,,certificate_id,身份证号,pat_blacklist_record,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,diag_name_37,诊断名称37,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
数据表,,com_function_profiles,功能配置策略,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,polling_dept_code,轮询科室#|DIC_DEPT_CODE#|,com_admission_polling_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,hs_module_info,帮助系统模块信息表,,,
数据表,,emr_operation_index,病历手术次数索引表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,name_used_before,曾用名,pat_basic_info_extend,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
数据表,,emr_not_reported_reason,疾病常用不上报理由,,,
数据表,,fr_report_auth_dist,帆软报表权限分发表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,doasge_unit,剂量单位,pat_albumin_apply_info,,
数据表,,sql_exec_log,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,last_patrol_operator,最后巡视人,mob_out_trans_record,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
字段,,account_no,结账号,set_account_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,operation_name_6,手术名称6,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
字段,,patient_id,,pat_dayoper_inp_info_upt,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,emr_patient_score_status_record,病人病历评分状态记录,,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
数据表,,prod_version_release_params,程序版本发布参数表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,mob_ward_round_photo,查房备忘照片表,,,
字段,,operation_doctor_19,手术操作者19,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,present_address_county,现住址-县,emr_medical_record_data_record,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,operation_code_24,手术编码24,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,in_dept_code,病人所在科室#|#|,app_inp_lay_drug_pool,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,dept_code,科室代码,emr_nursing_work_arrange_dist,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,zy_report_dddw_config,,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,anti_hcv,丙肝,pres_blood_apply_record,,健康医疗数据规范-健康状态数据-既往病史
字段,,event_no,住院号,emr_patient_current_diag,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,dept_code,,com_dept_staff_config20200612ls,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,dru_lay_print_fail_record,记录摆药单打印失败记录#|用于后期提示，打印后则删掉,,健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗应用数据-入院记录
字段,,operation_code_14,手术编码14,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
数据表,,mob_nursing_service_dict,移动护理系统功能服务维护表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,analgesia_flag,镇痛标识{1.有;0.无},pres_add_operation_record,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,cost,费用#|#|,app_outp_apply_sheet,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,department,科室,com_staff_qr_ca_info,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,mob_items_counting_record,物品清点记录,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-卫生资源数据-医院运营数据-物资数据
数据表,,com_special_disease_drug_config,特殊病种药品分发配置表,,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,diag_id_11,出院诊断ID11,emr_case_diag_info,,健康医疗数据规范-医疗应用数据-出院小结
数据表,,meta_obj_type$,数据库对象类型,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,emr_nursing_target_dict,护理目标,,,健康医疗数据规范-医疗应用数据-护理记录
数据表,,dru_inp_lay_machne_dist,住院包药机科室分发,,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,staff_name,姓名,por_module_visit_record,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,apply_dept_code,申请科室#|#|,app_outp_apply_sheet_pool,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,operation_doctor_9,手术操作者9,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
数据表,,dic_output_dict,出量字典,,,健康医疗数据规范-健康状态数据-检验检查数据
数据表,,etpl_dict_item_segment_rlt,病历模板字典项关联文档段表,,,
数据表,,sys_epidemiology_item,流行病学史项,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,insur_event_no,医保挂号/住院号#|#|,ins_inp_settle_master,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,mult_check_part_code,检查部位,app_apply_exec_records,,
字段,,event_no,住院号#|#|,app_oupt_apply_to_inp,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,patient_id,病人ID,emr_case_attached_info,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,pres_type_code,医嘱类别,cln_scheme_pres_info,,
字段,,assistant_code_1,手术助手1#|COM_STAFF_BASIC_INFO#|,emr_operation_record,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,address,联系地址,dru_mailing_record,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,event_no,住院号,emr_paper_qc_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
数据表,,dic_insur_limit_dict_config,医保限制字典维护表,,,
字段,,admission_condition_code_5,入院病情5,emr_medical_record_data_record,,健康医疗数据规范-医疗应用数据-入院记录
字段,,patient_id,病人ID,emr_copy_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,ins_special_disease_item_dist,医保特殊病种项目分发表,,,
数据表,,fine_workflow,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,diag_code_12,诊断编码12,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,blood_fee,,emr_dump_case,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,operation_level_code_2,手术等级2,pres_operation_apply_record,,健康医疗数据规范-医疗应用数据-手术记录-手术等级
字段,,drug_code,药品代码,com_insur_drug_excess_config,,健康医疗数据规范-医疗应用数据-用药信息-药品编码
字段,,patient_id,病人id,emr_dump_outpatient,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,log_universal_template,通用模板,,,
字段,,operation_name_30,手术名称30,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-手术名称
数据表,,pat_staff_medical_group_master,医院职工体检分组主表,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,smi_name,重性精神疾病名称,dm_smi,,健康医疗数据规范-医疗应用数据-特殊疾病-疾病名称
字段,,sample_name,送检标本,pres_pathology_sample_record,,
字段,,confirmed_diag_doc_name,确诊医生姓名,dm_hyper_diagnose,,健康医疗数据规范-医疗应用数据-诊断信息-诊断医生
字段,,nursing_dept_code,护理科室代码,dru_drug_delivery_record_master,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
数据表,,pre_sys_interface_config,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,dev_external_interface,外部的接口配置（第三方提供给我们使用）,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,dm_smi_diagnose,重性精神疾病患者管理信息_确诊,,健康医疗数据规范-个人属性数据-个人通讯信息-个人电话号码;健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-出生日期;健康医疗数据规范-个人属性数据-人口统计信息-婚姻状态;健康医疗数据规范-个人属性数据-人口统计信息-民族;健康医疗数据规范-个人属性数据-人口统计信息-职业;健康医疗数据规范-个人属性数据-人口统计信息-住址;健康医疗数据规范-个人属性数据-医护人员信息-医护姓名;健康医疗数据规范-个人属性数据-医护人员信息-联系电话;健康医疗数据规范-个人属性数据-个人身份信息-健康卡;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-人口统计信息-性别;健康医疗数据规范-个人属性数据-个人身份信息-身份证;健康医疗数据规范-个人属性数据-个人身份信息-,健康医疗数据规范-医疗应用数据-特殊疾病-治疗记录;健康医疗数据规范-医疗应用数据-特殊疾病-家庭社会影响
数据表,,scmv_his_patient_detail,,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,herbal_medicine_fee,,emr_dump_case,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,self_charge,不传医保自费金额#|#|,cha_outp_settle_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,dept_code,科室,dru_dept_balance_return_record,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,cost,金额#|#|,cha_outp_rate_convert_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,etpl_template_class,病历模板类别表,,,
数据表,,cha_electronic_bill_used_record,电子发票使用记录,,,健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,patient_id,病人ID#|#|,cha_outp_prepay_acct_detl,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,fine_swift_tab_idx_conf,,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,sex,性别,emr_case_basic_info,健康医疗数据规范-个人属性数据-人口统计信息-性别,
数据表,,mob_wafer_indicator_record,监测登记表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operation_anesth_doctor_35,手术麻醉师35,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
字段,,operation_time,手术日期,emr_std_case_operation,,健康医疗数据规范-医疗应用数据-手术记录-手术时间
数据表,,ins_inp_single_disease_reg,住院医保单病种登记,,健康医疗数据规范-个人属性数据-个人身份信息-住院号;健康医疗数据规范-个人属性数据-人口统计信息-姓名,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称;健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗应用数据-手术记录-手术名称;健康医疗数据规范-医疗应用数据-诊断信息-疾病编码;健康医疗数据规范-医疗应用数据-手术记录-手术编码;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,patient_id,,emr_paper_qc_record_bak,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,present_address_country,现住址-乡,emr_case_patient_info,健康医疗数据规范-个人属性数据-人口统计信息-住址,
字段,,admission_condition_code_13,入院病情13,emr_case_medical_record_data_record,,健康医疗数据规范-医疗应用数据-入院记录
字段,,diag_name_22,诊断名称22,emr_case_std_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病名称
数据表,,fr_report_class_dist,帆软报表类别分发表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operation_anesth_doctor_39,手术麻醉师39,emr_case_operation_extend_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
数据表,,com_register_config,挂号类别分发表,,,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据
字段,,operation_assist_2_10,手术二助10,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-手术记录-医护人员
数据表,,sync_ogg_process_param,OGG进程信息扩展参数,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
数据表,,qua_score_patient_record,"病人评分记录表 主键为住院号与评分任务ID",,,
字段,,patient_id,病人ID,pat_dayoper_inp_info_extend,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,zy_dwsyntax_log,,,健康医疗数据规范-个人属性数据-人口统计信息-姓名,
字段,,diag_code_34,诊断编码34,emr_case_diagnosis_master,,健康医疗数据规范-医疗应用数据-诊断信息-疾病编码
字段,,event_no,住院号,pres_add_operation_record,健康医疗数据规范-个人属性数据-个人身份信息-住院号,
字段,,operation_anesth_grade_4,手术麻醉分级4,emr_case_operation_info,,健康医疗数据规范-医疗应用数据-麻醉记录
字段,,insur_cost,医保总费用,ins_outp_settle_master,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,certificate_id,身份证,pat_special_patient_management,健康医疗数据规范-个人属性数据-个人身份信息-身份证,
字段,,non_drug_cost,非药品费用,cha_inp_fee_discount_audit_rec,,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
数据表,,com_guarantee_priv_config,担保权限配置表,,,健康医疗数据规范-医疗支付数据-保险信息-保险金额
字段,,exec_dept_code,执行科室,pat_dayoper_inp_info_extend,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,director,科主任,ins_exanthe_record_detail,健康医疗数据规范-个人属性数据-医护人员信息-医护姓名,
数据表,,cha_inp_charge_detail,住院费用明细表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-所在科室,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额
字段,,drug_name,药物名称,dm_hyper_drug,,健康医疗数据规范-医疗应用数据-用药信息-药品名称
字段,,dept_code,科室代码,emr_nursing_symptom_dept,健康医疗数据规范-个人属性数据-医护人员信息-所在科室,
字段,,patient_id,病人ID,emr_patient_status_record,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
字段,,card_no,健康卡号,emr_case_medical_record_data_record,健康医疗数据规范-个人属性数据-个人身份信息-健康卡,
数据表,,dvp_database_size_info,数据段大小监控,,,健康医疗数据规范-卫生资源数据-其他数据-运行支撑
字段,,patient_id,病人ID#|#|,cha_outp_consume_master,健康医疗数据规范-个人属性数据-个人身份信息-患者ID,
数据表,,ins_account_pay_for_settle_info,医保个账代支结算信息表,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-医疗支付数据-医疗交易信息-交易金额;健康医疗数据规范-医疗支付数据-医疗交易信息-医保支付信息
字段,,operate_code,手术代码,app_inp_lay_drug_records,,健康医疗数据规范-医疗应用数据-手术记录-手术编码
字段,,nationality_code,民族,dm_smi_diagnose,健康医疗数据规范-个人属性数据-人口统计信息-民族,
数据表,,pres_antib_apply_record,抗生素申请记录,,健康医疗数据规范-个人属性数据-个人身份信息-患者ID;健康医疗数据规范-个人属性数据-医护人员信息-所在科室;健康医疗数据规范-个人属性数据-个人身份信息-住院号,健康医疗数据规范-卫生资源数据-医院运营数据-办公业务数据;健康医疗数据规范-医疗应用数据-手术记录-用药记录;健康医疗数据规范-医疗应用数据-用药信息-药品用量
